"ID_Number","Assignment_Name","Score_At_Due_Date","Score_Best_Ever","Points_Possible","Number_Of_Attempts","Most_Recent_Completion_Date","Due_Date","Assignment_URL","Assignment_Type","Ordinal_Score"
"1","Inscribed angles",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-angles/e/inscribed_angles_1","Exercise","0"
"2","Inscribed angles",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-angles/e/inscribed_angles_1","Exercise","0"
"3","Inscribed angles",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-angles/e/inscribed_angles_1","Exercise","0"
"4","Inscribed angles",4,4,4,1,"May 3rd, 10:13PM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-angles/e/inscribed_angles_1","Exercise","4"
"5","Inscribed angles",NA,4,4,2,"May 19th, 6:06PM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-angles/e/inscribed_angles_1","Exercise","4"
"6","Inscribed angles",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-angles/e/inscribed_angles_1","Exercise","0"
"7","Inscribed angles",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-angles/e/inscribed_angles_1","Exercise","0"
"8","Inscribed angles",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-angles/e/inscribed_angles_1","Exercise","0"
"9","Inscribed angles",4,4,4,2,"May 3rd, 2:07PM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-angles/e/inscribed_angles_1","Exercise","4"
"10","Inscribed angles",3,3,4,1,"May 3rd, 10:21PM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-angles/e/inscribed_angles_1","Exercise","3"
"11","Inscribed angles",0,0,4,3,"May 10th, 5:19PM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-angles/e/inscribed_angles_1","Exercise","0"
"12","Inscribed angles",2,2,4,2,"May 5th, 1:24PM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-angles/e/inscribed_angles_1","Exercise","2"
"13","Inscribed angles",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-angles/e/inscribed_angles_1","Exercise","0"
"14","Inscribed angles",4,4,4,3,"May 3rd, 6:34PM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-angles/e/inscribed_angles_1","Exercise","4"
"16","Inscribed angles",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-angles/e/inscribed_angles_1","Exercise","0"
"17","Inscribed angles",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-angles/e/inscribed_angles_1","Exercise","0"
"18","Inscribed angles",NA,4,4,4,"May 14th, 2:02PM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-angles/e/inscribed_angles_1","Exercise","4"
"19","Inscribed angles",NA,3,4,1,"May 21st, 6:30PM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-angles/e/inscribed_angles_1","Exercise","3"
"20","Inscribed angles",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-angles/e/inscribed_angles_1","Exercise","0"
"21","Inscribed angles",4,4,4,1,"May 3rd, 7:00PM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-angles/e/inscribed_angles_1","Exercise","4"
"22","Inscribed angles",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-angles/e/inscribed_angles_1","Exercise","0"
"23","Inscribed angles",NA,4,4,2,"May 12th, 12:19AM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-angles/e/inscribed_angles_1","Exercise","4"
"24","Inscribed angles",4,4,4,2,"May 10th, 7:07PM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-angles/e/inscribed_angles_1","Exercise","4"
"25","Inscribed angles",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-angles/e/inscribed_angles_1","Exercise","0"
"26","Inscribed angles",3,3,4,1,"May 4th, 2:08PM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-angles/e/inscribed_angles_1","Exercise","3"
"27","Inscribed angles",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-angles/e/inscribed_angles_1","Exercise","0"
"1","Inscribed shapes",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-angle-problem-solving","Exercise","0"
"2","Inscribed shapes",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-angle-problem-solving","Exercise","0"
"3","Inscribed shapes",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-angle-problem-solving","Exercise","0"
"4","Inscribed shapes",3,3,4,3,"May 3rd, 10:56PM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-angle-problem-solving","Exercise","3"
"5","Inscribed shapes",NA,4,4,2,"May 19th, 7:53PM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-angle-problem-solving","Exercise","4"
"6","Inscribed shapes",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-angle-problem-solving","Exercise","0"
"7","Inscribed shapes",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-angle-problem-solving","Exercise","0"
"8","Inscribed shapes",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-angle-problem-solving","Exercise","0"
"9","Inscribed shapes",3,3,4,6,"May 10th, 4:59PM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-angle-problem-solving","Exercise","3"
"10","Inscribed shapes",2,2,4,3,"May 10th, 10:33PM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-angle-problem-solving","Exercise","2"
"11","Inscribed shapes",0,0,4,1,"May 10th, 5:22PM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-angle-problem-solving","Exercise","0"
"12","Inscribed shapes",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-angle-problem-solving","Exercise","0"
"13","Inscribed shapes",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-angle-problem-solving","Exercise","0"
"14","Inscribed shapes",3,3,4,2,"May 3rd, 7:00PM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-angle-problem-solving","Exercise","3"
"16","Inscribed shapes",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-angle-problem-solving","Exercise","0"
"17","Inscribed shapes",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-angle-problem-solving","Exercise","0"
"18","Inscribed shapes",3,4,4,8,"May 14th, 2:09PM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-angle-problem-solving","Exercise","4"
"19","Inscribed shapes",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-angle-problem-solving","Exercise","0"
"20","Inscribed shapes",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-angle-problem-solving","Exercise","0"
"21","Inscribed shapes",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-angle-problem-solving","Exercise","0"
"22","Inscribed shapes",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-angle-problem-solving","Exercise","0"
"23","Inscribed shapes",4,4,4,4,"May 3rd, 11:50PM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-angle-problem-solving","Exercise","4"
"24","Inscribed shapes",4,4,4,4,"May 9th, 7:58PM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-angle-problem-solving","Exercise","4"
"25","Inscribed shapes",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-angle-problem-solving","Exercise","0"
"26","Inscribed shapes",4,4,4,1,"Apr 27th, 1:25AM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-angle-problem-solving","Exercise","4"
"27","Inscribed shapes",3,3,4,1,"Apr 30th, 1:46PM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-angle-problem-solving","Exercise","3"
"1","Inscribed quadrilaterals",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-quadrilaterals","Exercise","0"
"2","Inscribed quadrilaterals",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-quadrilaterals","Exercise","0"
"3","Inscribed quadrilaterals",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-quadrilaterals","Exercise","0"
"4","Inscribed quadrilaterals",5,5,5,2,"May 10th, 12:06PM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-quadrilaterals","Exercise","4"
"5","Inscribed quadrilaterals",NA,5,5,2,"May 19th, 6:18PM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-quadrilaterals","Exercise","4"
"6","Inscribed quadrilaterals",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-quadrilaterals","Exercise","0"
"7","Inscribed quadrilaterals",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-quadrilaterals","Exercise","0"
"8","Inscribed quadrilaterals",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-quadrilaterals","Exercise","0"
"9","Inscribed quadrilaterals",5,5,5,2,"May 10th, 2:33PM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-quadrilaterals","Exercise","4"
"10","Inscribed quadrilaterals",4,4,5,1,"May 10th, 10:27PM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-quadrilaterals","Exercise","3"
"11","Inscribed quadrilaterals",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-quadrilaterals","Exercise","0"
"12","Inscribed quadrilaterals",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-quadrilaterals","Exercise","0"
"13","Inscribed quadrilaterals",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-quadrilaterals","Exercise","0"
"14","Inscribed quadrilaterals",NA,5,5,2,"May 18th, 11:21AM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-quadrilaterals","Exercise","4"
"16","Inscribed quadrilaterals",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-quadrilaterals","Exercise","0"
"17","Inscribed quadrilaterals",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-quadrilaterals","Exercise","0"
"18","Inscribed quadrilaterals",NA,5,5,2,"May 14th, 1:57PM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-quadrilaterals","Exercise","4"
"19","Inscribed quadrilaterals",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-quadrilaterals","Exercise","0"
"20","Inscribed quadrilaterals",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-quadrilaterals","Exercise","0"
"21","Inscribed quadrilaterals",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-quadrilaterals","Exercise","0"
"22","Inscribed quadrilaterals",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-quadrilaterals","Exercise","0"
"23","Inscribed quadrilaterals",NA,4,5,1,"May 12th, 12:22AM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-quadrilaterals","Exercise","3"
"24","Inscribed quadrilaterals",5,5,5,2,"May 10th, 7:22PM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-quadrilaterals","Exercise","4"
"25","Inscribed quadrilaterals",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-quadrilaterals","Exercise","0"
"26","Inscribed quadrilaterals",5,5,5,1,"May 4th, 1:39AM","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-quadrilaterals","Exercise","4"
"27","Inscribed quadrilaterals",NA,NA,NA,0,"","May 10th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-inscribed-shapes/e/inscribed-quadrilaterals","Exercise","0"
"1","Arc measure",NA,NA,NA,0,"","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure","Exercise","0"
"2","Arc measure",NA,NA,NA,0,"","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure","Exercise","0"
"3","Arc measure",NA,NA,NA,0,"","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure","Exercise","0"
"4","Arc measure",3,3,4,7,"May 3rd, 9:43PM","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure","Exercise","3"
"5","Arc measure",NA,3,4,9,"May 19th, 9:12PM","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure","Exercise","3"
"6","Arc measure",NA,NA,NA,0,"","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure","Exercise","0"
"7","Arc measure",NA,NA,NA,0,"","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure","Exercise","0"
"8","Arc measure",NA,NA,NA,0,"","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure","Exercise","0"
"9","Arc measure",3,3,4,1,"May 3rd, 1:54PM","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure","Exercise","3"
"10","Arc measure",2,2,4,1,"May 3rd, 9:54PM","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure","Exercise","2"
"11","Arc measure",NA,NA,NA,0,"","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure","Exercise","0"
"12","Arc measure",3,3,4,3,"Apr 28th, 9:59AM","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure","Exercise","3"
"13","Arc measure",NA,NA,NA,0,"","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure","Exercise","0"
"14","Arc measure",3,3,4,6,"May 3rd, 5:32PM","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure","Exercise","3"
"16","Arc measure",2,2,4,1,"Apr 30th, 2:00PM","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure","Exercise","2"
"17","Arc measure",NA,1,4,2,"May 5th, 1:33AM","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure","Exercise","1"
"18","Arc measure",NA,4,4,10,"May 14th, 2:27PM","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure","Exercise","4"
"19","Arc measure",NA,NA,NA,0,"","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure","Exercise","0"
"20","Arc measure",NA,NA,NA,0,"","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure","Exercise","0"
"21","Arc measure",2,2,4,2,"May 3rd, 6:40PM","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure","Exercise","2"
"22","Arc measure",NA,NA,NA,0,"","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure","Exercise","0"
"23","Arc measure",4,4,4,1,"May 1st, 10:45PM","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure","Exercise","4"
"24","Arc measure",NA,4,4,9,"May 10th, 6:02PM","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure","Exercise","4"
"25","Arc measure",NA,NA,NA,0,"","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure","Exercise","0"
"26","Arc measure",4,4,4,3,"Apr 27th, 1:14AM","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure","Exercise","4"
"27","Arc measure",2,2,4,3,"Apr 28th, 4:10PM","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure","Exercise","2"
"1","Arc measure with equations",NA,NA,NA,0,"","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure-with-equations","Exercise","0"
"2","Arc measure with equations",NA,NA,NA,0,"","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure-with-equations","Exercise","0"
"3","Arc measure with equations",NA,NA,NA,0,"","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure-with-equations","Exercise","0"
"4","Arc measure with equations",3,3,4,1,"May 3rd, 10:05PM","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure-with-equations","Exercise","3"
"5","Arc measure with equations",NA,NA,NA,0,"","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure-with-equations","Exercise","0"
"6","Arc measure with equations",NA,NA,NA,0,"","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure-with-equations","Exercise","0"
"7","Arc measure with equations",NA,NA,NA,0,"","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure-with-equations","Exercise","0"
"8","Arc measure with equations",NA,NA,NA,0,"","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure-with-equations","Exercise","0"
"9","Arc measure with equations",0,0,4,2,"May 3rd, 8:02PM","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure-with-equations","Exercise","0"
"10","Arc measure with equations",1,1,4,1,"May 3rd, 10:18PM","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure-with-equations","Exercise","1"
"11","Arc measure with equations",NA,NA,NA,0,"","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure-with-equations","Exercise","0"
"12","Arc measure with equations",2,2,4,1,"Apr 28th, 10:13AM","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure-with-equations","Exercise","2"
"13","Arc measure with equations",NA,NA,NA,0,"","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure-with-equations","Exercise","0"
"14","Arc measure with equations",1,4,4,4,"May 18th, 1:27PM","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure-with-equations","Exercise","4"
"16","Arc measure with equations",NA,NA,NA,0,"","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure-with-equations","Exercise","0"
"17","Arc measure with equations",NA,NA,NA,0,"","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure-with-equations","Exercise","0"
"18","Arc measure with equations",NA,3,4,5,"May 11th, 1:50PM","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure-with-equations","Exercise","3"
"19","Arc measure with equations",NA,NA,NA,0,"","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure-with-equations","Exercise","0"
"20","Arc measure with equations",NA,NA,NA,0,"","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure-with-equations","Exercise","0"
"21","Arc measure with equations",2,2,4,1,"May 3rd, 6:57PM","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure-with-equations","Exercise","2"
"22","Arc measure with equations",NA,NA,NA,0,"","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure-with-equations","Exercise","0"
"23","Arc measure with equations",NA,4,4,2,"May 12th, 12:40AM","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure-with-equations","Exercise","4"
"24","Arc measure with equations",NA,3,4,2,"May 10th, 8:06PM","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure-with-equations","Exercise","3"
"25","Arc measure with equations",NA,NA,NA,0,"","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure-with-equations","Exercise","0"
"26","Arc measure with equations",4,4,4,2,"Apr 27th, 1:19AM","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure-with-equations","Exercise","4"
"27","Arc measure with equations",1,1,4,2,"May 1st, 12:19PM","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-arc-measures/e/arc-measure-with-equations","Exercise","1"
"1","Tangents of circles problems",NA,NA,NA,0,"","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-tangents/e/central--inscribed--and-circumscribed-angles","Exercise","0"
"2","Tangents of circles problems",NA,NA,NA,0,"","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-tangents/e/central--inscribed--and-circumscribed-angles","Exercise","0"
"3","Tangents of circles problems",NA,NA,NA,0,"","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-tangents/e/central--inscribed--and-circumscribed-angles","Exercise","0"
"4","Tangents of circles problems",3,3,4,7,"May 3rd, 11:25PM","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-tangents/e/central--inscribed--and-circumscribed-angles","Exercise","3"
"5","Tangents of circles problems",NA,0,4,1,"May 19th, 7:17PM","May 3rd, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-circles/hs-geo-tangents/e/central--inscribed--and-circumscribed-angles","Exercise","0"
