"ID_Number","Assignment_Name","Score_At_Due_Date","Score_Best_Ever","Points_Possible","Number_Of_Attempts","Most_Recent_Completion_Date","Due_Date","Assignment_URL","Assignment_Type","Ordinal_Score"
"62","Geometry foundations: Quiz 2",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-foundations#hs-geo-foundations-quiz-2","Quiz","0"
"63","Geometry foundations: Quiz 2",NA,4,5,1,"May 15th, 4:28PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-foundations#hs-geo-foundations-quiz-2","Quiz","3"
"51","Transformations: Quiz 1",NA,2,5,5,"Oct 14th, 1:15PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-1","Quiz","1"
"52","Transformations: Quiz 1",5,5,5,2,"Apr 26th, 10:34PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-1","Quiz","4"
"54","Transformations: Quiz 1",4,4,5,1,"Oct 11th, 12:22PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-1","Quiz","3"
"55","Transformations: Quiz 1",4,4,5,3,"Oct 9th, 12:10PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-1","Quiz","3"
"56","Transformations: Quiz 1",2,2,5,1,"Oct 10th, 12:44PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-1","Quiz","1"
"57","Transformations: Quiz 1",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-1","Quiz","0"
"58","Transformations: Quiz 1",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-1","Quiz","0"
"59","Transformations: Quiz 1",5,5,5,2,"Oct 10th, 12:54PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-1","Quiz","4"
"60","Transformations: Quiz 1",4,4,5,1,"Oct 10th, 1:05PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-1","Quiz","3"
"61","Transformations: Quiz 1",NA,5,5,1,"Oct 17th, 12:48PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-1","Quiz","4"
"62","Transformations: Quiz 1",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-1","Quiz","0"
"63","Transformations: Quiz 1",4,4,5,1,"Oct 8th, 12:46PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-1","Quiz","3"
"51","Transformations: Quiz 2",NA,4,5,1,"May 4th, 3:09PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-2","Quiz","3"
"52","Transformations: Quiz 2",3,5,5,3,"May 15th, 11:50PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-2","Quiz","4"
"54","Transformations: Quiz 2",NA,4,5,2,"Oct 14th, 1:05PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-2","Quiz","3"
"55","Transformations: Quiz 2",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-2","Quiz","0"
"56","Transformations: Quiz 2",1,1,5,1,"Oct 11th, 12:30PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-2","Quiz","0"
"57","Transformations: Quiz 2",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-2","Quiz","0"
"58","Transformations: Quiz 2",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-2","Quiz","0"
"59","Transformations: Quiz 2",NA,3,5,14,"Oct 17th, 11:33PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-2","Quiz","2"
"60","Transformations: Quiz 2",NA,3,5,1,"Oct 14th, 1:17PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-2","Quiz","2"
"61","Transformations: Quiz 2",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-2","Quiz","0"
"62","Transformations: Quiz 2",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-2","Quiz","0"
"63","Transformations: Quiz 2",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-2","Quiz","0"
"51","Transformations: Quiz 3",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-3","Quiz","0"
"52","Transformations: Quiz 3",5,5,5,1,"Oct 11th, 12:28PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-3","Quiz","4"
"54","Transformations: Quiz 3",NA,4,5,1,"Oct 14th, 1:15PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-3","Quiz","3"
"55","Transformations: Quiz 3",4,4,5,1,"Oct 9th, 12:31PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-3","Quiz","3"
"56","Transformations: Quiz 3",4,4,5,1,"Oct 10th, 1:04PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-3","Quiz","3"
"57","Transformations: Quiz 3",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-3","Quiz","0"
"58","Transformations: Quiz 3",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-3","Quiz","0"
"59","Transformations: Quiz 3",NA,1,5,1,"Oct 20th, 5:23PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-3","Quiz","0"
"60","Transformations: Quiz 3",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-3","Quiz","0"
"61","Transformations: Quiz 3",NA,4,5,2,"Oct 17th, 12:57PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-3","Quiz","3"
"62","Transformations: Quiz 3",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-3","Quiz","0"
"63","Transformations: Quiz 3",5,5,5,1,"Oct 10th, 12:50PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-3","Quiz","4"
"51","Transformations: Quiz 4",NA,5,5,2,"May 4th, 3:16PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-4","Quiz","4"
"52","Transformations: Quiz 4",5,5,5,1,"Oct 12th, 11:59AM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-4","Quiz","4"
"54","Transformations: Quiz 4",NA,5,5,1,"Oct 15th, 1:10PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-4","Quiz","4"
"55","Transformations: Quiz 4",1,1,5,1,"Oct 9th, 12:47PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-4","Quiz","0"
"56","Transformations: Quiz 4",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-4","Quiz","0"
"57","Transformations: Quiz 4",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-4","Quiz","0"
"58","Transformations: Quiz 4",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-4","Quiz","0"
"59","Transformations: Quiz 4",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-4","Quiz","0"
"60","Transformations: Quiz 4",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-4","Quiz","0"
"61","Transformations: Quiz 4",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-4","Quiz","0"
"62","Transformations: Quiz 4",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-4","Quiz","0"
"63","Transformations: Quiz 4",3,3,5,1,"Oct 10th, 12:55PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-4","Quiz","2"
"51","Transformations: Quiz 5",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-5","Quiz","0"
"52","Transformations: Quiz 5",NA,5,5,5,"May 1st, 10:33AM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-5","Quiz","4"
"54","Transformations: Quiz 5",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-5","Quiz","0"
"55","Transformations: Quiz 5",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-5","Quiz","0"
"56","Transformations: Quiz 5",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-5","Quiz","0"
"57","Transformations: Quiz 5",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-5","Quiz","0"
"58","Transformations: Quiz 5",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-5","Quiz","0"
"59","Transformations: Quiz 5",NA,0,5,1,"Oct 17th, 10:27PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-5","Quiz","0"
"60","Transformations: Quiz 5",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-5","Quiz","0"
"61","Transformations: Quiz 5",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-5","Quiz","0"
"62","Transformations: Quiz 5",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-5","Quiz","0"
"63","Transformations: Quiz 5",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-5","Quiz","0"
"51","Transformations: Quiz 6",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-6","Quiz","0"
"52","Transformations: Quiz 6",NA,2,5,2,"May 1st, 10:43AM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-6","Quiz","1"
"54","Transformations: Quiz 6",NA,0,5,1,"Oct 17th, 12:47PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-6","Quiz","0"
"55","Transformations: Quiz 6",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-6","Quiz","0"
"56","Transformations: Quiz 6",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-6","Quiz","0"
"57","Transformations: Quiz 6",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-6","Quiz","0"
"58","Transformations: Quiz 6",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-6","Quiz","0"
"59","Transformations: Quiz 6",NA,2,5,2,"Oct 19th, 3:22PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-6","Quiz","1"
"60","Transformations: Quiz 6",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-6","Quiz","0"
"61","Transformations: Quiz 6",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-6","Quiz","0"
"62","Transformations: Quiz 6",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-6","Quiz","0"
"63","Transformations: Quiz 6",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-transformations#hs-geo-transformations-quiz-6","Quiz","0"
"51","Analytic geometry: Quiz 2",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-2","Quiz","0"
"52","Analytic geometry: Quiz 2",NA,3,5,3,"May 18th, 1:27PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-2","Quiz","2"
"54","Analytic geometry: Quiz 2",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-2","Quiz","0"
"55","Analytic geometry: Quiz 2",1,1,5,3,"Oct 10th, 1:13PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-2","Quiz","0"
"56","Analytic geometry: Quiz 2",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-2","Quiz","0"
"57","Analytic geometry: Quiz 2",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-2","Quiz","0"
"58","Analytic geometry: Quiz 2",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-2","Quiz","0"
"59","Analytic geometry: Quiz 2",NA,2,5,3,"Oct 19th, 3:28PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-2","Quiz","1"
"60","Analytic geometry: Quiz 2",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-2","Quiz","0"
"61","Analytic geometry: Quiz 2",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-2","Quiz","0"
"62","Analytic geometry: Quiz 2",1,1,5,1,"Oct 10th, 12:49PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-2","Quiz","0"
"63","Analytic geometry: Quiz 2",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-2","Quiz","0"
"51","Analytic geometry: Quiz 3",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-3","Quiz","0"
"52","Analytic geometry: Quiz 3",NA,5,5,2,"May 14th, 6:01PM","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-3","Quiz","4"
"54","Analytic geometry: Quiz 3",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-3","Quiz","0"
"55","Analytic geometry: Quiz 3",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-3","Quiz","0"
"56","Analytic geometry: Quiz 3",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-3","Quiz","0"
"57","Analytic geometry: Quiz 3",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-3","Quiz","0"
"58","Analytic geometry: Quiz 3",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-3","Quiz","0"
"59","Analytic geometry: Quiz 3",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-3","Quiz","0"
"60","Analytic geometry: Quiz 3",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-3","Quiz","0"
"61","Analytic geometry: Quiz 3",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-3","Quiz","0"
"62","Analytic geometry: Quiz 3",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-3","Quiz","0"
"63","Analytic geometry: Quiz 3",NA,NA,NA,0,"","Oct 12th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-3","Quiz","0"
"51","Analytic geometry: Quiz 1",3,3,5,30,"Oct 14th, 1:10PM","Oct 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-1","Quiz","2"
"52","Analytic geometry: Quiz 1",4,4,5,2,"Oct 2nd, 12:58PM","Oct 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-1","Quiz","3"
"54","Analytic geometry: Quiz 1",4,4,5,1,"Oct 2nd, 12:45PM","Oct 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-1","Quiz","3"
"55","Analytic geometry: Quiz 1",1,1,5,1,"Oct 2nd, 12:07PM","Oct 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-1","Quiz","0"
"56","Analytic geometry: Quiz 1",1,1,5,1,"Oct 2nd, 12:52PM","Oct 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-1","Quiz","0"
"57","Analytic geometry: Quiz 1",NA,NA,NA,0,"","Oct 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-1","Quiz","0"
"58","Analytic geometry: Quiz 1",2,2,5,3,"Oct 5th, 4:42PM","Oct 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-1","Quiz","1"
"59","Analytic geometry: Quiz 1",1,1,5,4,"Oct 5th, 10:04PM","Oct 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-1","Quiz","0"
"60","Analytic geometry: Quiz 1",5,5,5,1,"Oct 2nd, 1:16PM","Oct 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-1","Quiz","4"
"61","Analytic geometry: Quiz 1",NA,NA,NA,0,"","Oct 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-1","Quiz","0"
"62","Analytic geometry: Quiz 1",NA,NA,NA,0,"","Oct 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-1","Quiz","0"
"63","Analytic geometry: Quiz 1",NA,NA,NA,0,"","Oct 5th, 11:59PM","https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry#hs-geo-analytic-geometry-quiz-1","Quiz","0"
"51","Slope from graph",0,0,4,2,"Sep 27th, 12:49PM","Sep 28th, 11:59PM","https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:linear-equations-graphs/x2f8bb11595b61c86:slope/e/slope-from-a-graph","Exercise","0"
"52","Slope from graph",4,4,4,4,"Sep 25th, 12:15PM","Sep 28th, 11:59PM","https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:linear-equations-graphs/x2f8bb11595b61c86:slope/e/slope-from-a-graph","Exercise","4"
"54","Slope from graph",3,3,4,1,"Sep 25th, 12:14PM","Sep 28th, 11:59PM","https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:linear-equations-graphs/x2f8bb11595b61c86:slope/e/slope-from-a-graph","Exercise","3"
"55","Slope from graph",4,4,4,5,"Sep 25th, 12:58PM","Sep 28th, 11:59PM","https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:linear-equations-graphs/x2f8bb11595b61c86:slope/e/slope-from-a-graph","Exercise","4"
"56","Slope from graph",1,1,4,2,"Sep 27th, 1:12PM","Sep 28th, 11:59PM","https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:linear-equations-graphs/x2f8bb11595b61c86:slope/e/slope-from-a-graph","Exercise","1"
"57","Slope from graph",NA,4,4,2,"Nov 9th, 11:42AM","Sep 28th, 11:59PM","https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:linear-equations-graphs/x2f8bb11595b61c86:slope/e/slope-from-a-graph","Exercise","4"
"58","Slope from graph",1,1,4,2,"Sep 27th, 9:57PM","Sep 28th, 11:59PM","https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:linear-equations-graphs/x2f8bb11595b61c86:slope/e/slope-from-a-graph","Exercise","1"
"59","Slope from graph",NA,2,4,2,"Sep 29th, 8:40AM","Sep 28th, 11:59PM","https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:linear-equations-graphs/x2f8bb11595b61c86:slope/e/slope-from-a-graph","Exercise","2"
"60","Slope from graph",3,3,4,1,"Sep 25th, 12:17PM","Sep 28th, 11:59PM","https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:linear-equations-graphs/x2f8bb11595b61c86:slope/e/slope-from-a-graph","Exercise","3"
"61","Slope from graph",NA,2,4,1,"Sep 29th, 11:04AM","Sep 28th, 11:59PM","https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:linear-equations-graphs/x2f8bb11595b61c86:slope/e/slope-from-a-graph","Exercise","2"
"62","Slope from graph",NA,NA,NA,0,"","Sep 28th, 11:59PM","https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:linear-equations-graphs/x2f8bb11595b61c86:slope/e/slope-from-a-graph","Exercise","0"
"63","Slope from graph",4,4,4,2,"Sep 25th, 12:28PM","Sep 28th, 11:59PM","https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:linear-equations-graphs/x2f8bb11595b61c86:slope/e/slope-from-a-graph","Exercise","4"
"51","Slope from two points",3,3,4,5,"Sep 25th, 12:41PM","Sep 28th, 11:59PM","https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:linear-equations-graphs/x2f8bb11595b61c86:slope/e/slope-from-two-points","Exercise","3"
"52","Slope from two points",4,4,4,1,"Sep 25th, 12:20PM","Sep 28th, 11:59PM","https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:linear-equations-graphs/x2f8bb11595b61c86:slope/e/slope-from-two-points","Exercise","4"
"54","Slope from two points",3,3,4,1,"Sep 25th, 12:27PM","Sep 28th, 11:59PM","https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:linear-equations-graphs/x2f8bb11595b61c86:slope/e/slope-from-two-points","Exercise","3"
"55","Slope from two points",4,4,4,4,"Sep 27th, 1:09PM","Sep 28th, 11:59PM","https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:linear-equations-graphs/x2f8bb11595b61c86:slope/e/slope-from-two-points","Exercise","4"
"56","Slope from two points",NA,1,4,1,"Oct 4th, 12:59PM","Sep 28th, 11:59PM","https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:linear-equations-graphs/x2f8bb11595b61c86:slope/e/slope-from-two-points","Exercise","1"
"57","Slope from two points",NA,NA,NA,0,"","Sep 28th, 11:59PM","https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:linear-equations-graphs/x2f8bb11595b61c86:slope/e/slope-from-two-points","Exercise","0"
"58","Slope from two points",3,3,4,2,"Sep 28th, 2:10PM","Sep 28th, 11:59PM","https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:linear-equations-graphs/x2f8bb11595b61c86:slope/e/slope-from-two-points","Exercise","3"
"59","Slope from two points",3,3,4,2,"Sep 25th, 12:36PM","Sep 28th, 11:59PM","https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:linear-equations-graphs/x2f8bb11595b61c86:slope/e/slope-from-two-points","Exercise","3"
"60","Slope from two points",3,3,4,1,"Sep 25th, 12:33PM","Sep 28th, 11:59PM","https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:linear-equations-graphs/x2f8bb11595b61c86:slope/e/slope-from-two-points","Exercise","3"
